,fighter,knockdowns,significant_strikes_landed,significant_strikes_attempted,significant_strikes_rate,total_strikes_landed,total_strikes_attempted,takedown_successful,takedown_attempted,takedown_rate,submission_attempt,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,round,result,last_round,scheduled_rounds,winner,weight_class,fight_date,id
25156,Wade Shipp,0,20,23,0.86,42,48,0,0,0,0,0,11,14,7,7,2,2,4,6,15,16,1,1,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2004-04-02,403
25157,Genki Sudo,0,6,8,0.75,10,12,1,1,1,4,0,0,2,5,5,1,1,0,0,6,8,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Lightweight Bout,2004-04-02,404
25158,Mike Brown,0,13,15,0.86,36,41,1,2,0.5,0,0,7,9,0,0,6,6,1,2,7,7,5,6,round 1,Submission,1,3 Rnd (5-5-5),L,Lightweight Bout,2004-04-02,404
25159,Vitor Belfort,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,round 1,TKO - Doctor's Stoppage,1,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2004-01-31,389
25160,Randy Couture,0,1,2,0.5,1,2,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,round 1,TKO - Doctor's Stoppage,1,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2004-01-31,389
25161,Renato Verissimo,0,9,16,0.56,37,46,0,0,0,1,1,8,15,1,1,0,0,0,2,0,0,9,14,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,390
25162,Carlos Newton,0,0,0,0,9,9,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,390
25163,Renato Verissimo,0,5,11,0.45,42,51,1,1,1,0,0,4,10,1,1,0,0,0,3,1,1,4,7,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,390
25164,Carlos Newton,0,3,6,0.5,7,10,0,1,0,0,0,1,3,2,3,0,0,1,3,2,3,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,390
25165,Renato Verissimo,0,8,9,0.88,45,54,2,3,0.66,0,0,8,9,0,0,0,0,6,7,1,1,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,390
25166,Carlos Newton,0,1,3,0.33,3,6,1,2,0.5,0,0,0,2,1,1,0,0,0,2,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,390
25167,BJ Penn,0,17,23,0.73,33,39,0,0,0,1,0,15,21,2,2,0,0,3,4,2,2,12,17,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,UFC Welterweight Title Bout,2004-01-31,391
25168,Matt Hughes,0,4,8,0.5,10,14,0,1,0,0,0,3,7,1,1,0,0,0,3,1,1,3,4,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,UFC Welterweight Title Bout,2004-01-31,391
25169,Frank Mir,0,16,28,0.57,47,63,1,1,1,2,0,11,23,4,4,1,1,1,2,0,0,15,26,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Heavyweight Bout,2004-01-31,392
25170,Wes Sims,0,2,4,0.5,31,39,0,0,0,0,0,1,3,1,1,0,0,1,3,0,0,1,1,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Heavyweight Bout,2004-01-31,392
25171,Frank Mir,1,12,16,0.75,21,27,3,6,0.5,0,0,7,9,3,4,2,3,3,6,4,4,5,6,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Heavyweight Bout,2004-01-31,392
25172,Wes Sims,0,16,21,0.76,52,60,0,0,0,0,0,0,5,16,16,0,0,1,6,5,5,10,10,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Heavyweight Bout,2004-01-31,392
25173,Lee Murray,0,0,1,0,2,4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Middleweight Bout,2004-01-31,393
25174,Jorge Rivera,0,2,4,0.5,6,12,1,2,0.5,0,0,1,3,0,0,1,1,0,1,1,1,1,2,round 1,Submission,1,3 Rnd (5-5-5),L,Middleweight Bout,2004-01-31,393
25175,Georges St-Pierre,0,9,18,0.5,56,65,1,2,0.5,0,1,7,16,0,0,2,2,2,2,0,0,7,16,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,394
25176,Karo Parisyan,0,0,4,0,14,20,0,0,0,1,1,0,3,0,0,0,1,0,4,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,394
25177,Georges St-Pierre,0,22,34,0.64,51,65,1,1,1,0,0,15,26,7,8,0,0,1,1,0,0,21,33,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,394
25178,Karo Parisyan,0,1,1,1,6,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,394
25179,Georges St-Pierre,0,15,28,0.53,31,47,4,5,0.8,0,1,7,19,7,7,1,2,4,12,0,0,11,16,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-01-31,394
25180,Karo Parisyan,0,0,2,0,3,5,0,2,0,3,1,0,2,0,0,0,0,0,2,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-01-31,394
25181,Josh Thomson,0,20,42,0.47,20,42,1,1,1,0,0,3,19,2,4,15,19,17,38,2,2,1,2,round 1,Decision - Majority,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,395
25182,Hermes Franca,0,5,12,0.41,8,15,1,1,1,1,0,2,6,3,3,0,3,2,8,3,4,0,0,round 1,Decision - Majority,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,395
25183,Josh Thomson,0,13,17,0.76,26,32,0,0,0,0,0,10,14,1,1,2,2,6,8,3,4,4,5,round 2,Decision - Majority,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,395
25184,Hermes Franca,0,4,9,0.44,15,20,1,2,0.5,0,0,4,9,0,0,0,0,1,6,0,0,3,3,round 2,Decision - Majority,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,395
25185,Josh Thomson,0,7,9,0.77,36,38,1,2,0.5,0,0,3,5,1,1,3,3,3,5,3,3,1,1,round 3,Decision - Majority,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,395
25186,Hermes Franca,1,13,25,0.52,37,52,0,0,0,0,0,13,25,0,0,0,0,3,6,1,1,9,18,round 3,Decision - Majority,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,395
25187,Matt Serra,0,17,24,0.7,49,57,2,3,0.66,0,1,13,20,4,4,0,0,2,4,4,4,11,16,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,396
25188,Jeff Curran,0,2,2,1,6,6,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,396
25189,Matt Serra,0,18,40,0.45,42,65,2,3,0.66,0,0,12,34,6,6,0,0,0,4,0,0,18,36,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,396
25190,Jeff Curran,0,3,5,0.6,6,8,0,0,0,0,1,1,3,1,1,1,1,1,3,1,1,1,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,396
25191,Matt Serra,0,10,16,0.62,27,37,2,4,0.5,0,0,1,7,5,5,4,4,0,3,7,7,3,6,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-01-31,396
25192,Jeff Curran,0,4,8,0.5,7,11,0,1,0,1,0,3,7,1,1,0,0,3,6,1,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-01-31,396
25193,Matt Hughes,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,UFC Welterweight Title Bout,2003-11-21,381
25194,Frank Trigg,0,0,3,0,1,4,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,3,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,UFC Welterweight Title Bout,2003-11-21,381
25195,Matt Lindland,0,10,21,0.47,26,37,1,1,1,1,0,8,18,0,1,2,2,0,5,0,0,10,16,round 1,KO/TKO,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-11-21,382
25196,Falaniko Vitale,0,1,4,0.25,2,5,0,0,0,0,0,0,2,0,0,1,2,1,4,0,0,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-11-21,382
25197,Matt Lindland,0,17,25,0.68,36,44,0,2,0,0,0,4,12,2,2,11,11,1,8,16,17,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-11-21,382
25198,Falaniko Vitale,0,1,11,0.09,2,13,0,1,0,0,0,0,9,0,1,1,1,1,11,0,0,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-11-21,382
25199,Matt Lindland,0,8,16,0.5,31,40,0,0,0,0,1,7,14,1,1,0,1,1,4,2,6,5,6,round 3,KO/TKO,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-11-21,382
25200,Falaniko Vitale,0,1,3,0.33,6,9,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,2,round 3,KO/TKO,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-11-21,382
25201,Wesley Correira,1,13,24,0.54,19,30,0,0,0,0,0,13,23,0,0,0,1,3,7,9,16,1,1,round 1,TKO - Doctor's Stoppage,1,3 Rnd (5-5-5),W,Heavyweight Bout,2003-11-21,383
25202,David Abbott,0,11,26,0.42,17,33,0,0,0,0,0,11,26,0,0,0,0,4,9,7,17,0,0,round 1,TKO - Doctor's Stoppage,1,3 Rnd (5-5-5),L,Heavyweight Bout,2003-11-21,383
25203,Evan Tanner,0,28,34,0.82,40,46,1,4,0.25,0,0,16,20,6,8,6,6,6,7,9,10,13,17,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Middleweight Bout,2003-11-21,384
25204,Phil Baroni,2,17,32,0.53,29,45,0,0,0,0,0,14,28,3,4,0,0,6,15,11,15,0,2,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Middleweight Bout,2003-11-21,384
25205,Robbie Lawler,0,12,23,0.52,29,40,2,2,1,0,0,11,22,1,1,0,0,0,1,0,0,12,22,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-11-21,385
25206,Chris Lytle,0,1,3,0.33,22,25,0,0,0,1,0,1,2,0,1,0,0,0,1,1,2,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-11-21,385
25207,Robbie Lawler,0,5,17,0.29,6,18,0,0,0,0,0,3,14,1,2,1,1,5,16,0,1,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-11-21,385
25208,Chris Lytle,0,16,46,0.34,16,46,0,0,0,0,0,5,29,1,2,10,15,16,45,0,1,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-11-21,385
25209,Robbie Lawler,1,13,32,0.4,16,35,1,2,0.5,0,1,9,28,3,3,1,1,8,23,5,6,0,3,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-11-21,385
25210,Chris Lytle,0,20,48,0.41,26,54,1,1,1,0,0,12,38,2,3,6,7,15,41,5,7,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-11-21,385
25211,Pedro Rizzo,0,9,32,0.28,14,38,0,0,0,0,0,2,23,0,0,7,9,2,15,0,0,7,17,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Heavyweight Bout,2003-11-21,386
25212,Ricco Rodriguez,0,5,10,0.5,15,22,0,4,0,0,0,5,8,0,2,0,0,5,10,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Heavyweight Bout,2003-11-21,386
25213,Pedro Rizzo,0,11,25,0.44,21,36,0,0,0,0,0,2,14,1,1,8,10,1,7,0,0,10,18,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Heavyweight Bout,2003-11-21,386
25214,Ricco Rodriguez,0,4,7,0.57,6,9,0,4,0,0,0,3,6,0,0,1,1,4,7,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Heavyweight Bout,2003-11-21,386
25215,Pedro Rizzo,0,10,36,0.27,10,36,0,0,0,0,0,5,30,0,0,5,6,8,34,0,0,2,2,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Heavyweight Bout,2003-11-21,386
25216,Ricco Rodriguez,0,6,16,0.37,6,16,0,4,0,0,0,5,14,0,1,1,1,6,16,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Heavyweight Bout,2003-11-21,386
25217,Keith Rockel,0,5,5,1,17,19,1,2,0.5,1,0,5,5,0,0,0,0,0,0,0,0,5,5,round 1,Submission,1,3 Rnd (5-5-5),W,Middleweight Bout,2003-11-21,387
25218,Chris Liguori,0,1,3,0.33,12,14,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Middleweight Bout,2003-11-21,387
25219,Yves Edwards,0,12,25,0.48,14,27,0,0,0,0,0,1,8,1,4,10,13,11,23,1,2,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2003-11-21,388
25220,Nick Agallar,0,4,30,0.13,9,35,0,1,0,0,0,1,24,0,2,3,4,3,29,1,1,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2003-11-21,388
25221,Yves Edwards,1,21,32,0.65,25,36,0,0,0,0,0,13,24,0,0,8,8,10,17,0,0,11,15,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2003-11-21,388
25222,Nick Agallar,0,1,13,0.07,1,13,0,1,0,0,0,1,12,0,0,0,1,1,13,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2003-11-21,388
25223,Randy Couture,0,12,15,0.8,15,18,2,3,0.66,0,0,0,3,7,7,5,5,0,0,10,12,2,3,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2003-09-26,372
25224,Tito Ortiz,0,12,15,0.8,17,20,1,3,0.33,0,0,2,5,8,8,2,2,1,2,11,13,0,0,round 1,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2003-09-26,372
25225,Randy Couture,0,17,26,0.65,39,49,1,2,0.5,0,0,16,25,0,0,1,1,0,0,1,1,16,25,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2003-09-26,372
25226,Tito Ortiz,0,0,3,0,10,13,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,round 2,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2003-09-26,372
25227,Randy Couture,0,8,19,0.42,40,51,2,4,0.5,0,0,8,19,0,0,0,0,0,3,0,0,8,16,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2003-09-26,372
25228,Tito Ortiz,0,2,6,0.33,4,8,1,1,1,0,0,1,5,1,1,0,0,0,4,1,1,1,1,round 3,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2003-09-26,372
25229,Randy Couture,0,37,59,0.62,61,83,1,1,1,0,0,36,58,1,1,0,0,1,1,0,0,36,58,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2003-09-26,372
25230,Tito Ortiz,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,round 4,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2003-09-26,372
25231,Randy Couture,0,14,17,0.82,39,43,2,2,1,0,0,5,8,3,3,6,6,0,1,5,5,9,11,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2003-09-26,372
25232,Tito Ortiz,0,2,6,0.33,2,6,0,1,0,0,0,0,3,2,3,0,0,0,2,2,4,0,0,round 5,Decision - Unanimous,5,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2003-09-26,372
25233,Andrei Arlovski,2,9,20,0.45,26,39,0,0,0,0,0,8,19,1,1,0,0,3,10,2,3,4,7,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2003-09-26,373
25234,Vladimir Matyushenko,0,5,17,0.29,5,17,0,6,0,0,0,4,15,0,1,1,1,3,11,1,5,1,1,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2003-09-26,373
25235,Tim Sylvia,1,10,34,0.29,10,34,0,0,0,0,0,10,34,0,0,0,0,6,29,0,0,4,5,round 1,KO/TKO,1,5 Rnd (5-5-5-5-5),W,UFC Heavyweight Title Bout,2003-09-26,374
25236,Gan McGee,0,7,25,0.28,7,25,0,0,0,0,0,5,23,1,1,1,1,7,25,0,0,0,0,round 1,KO/TKO,1,5 Rnd (5-5-5-5-5),L,UFC Heavyweight Title Bout,2003-09-26,374
25237,Jorge Rivera,0,21,38,0.55,39,56,0,0,0,0,0,6,19,8,10,7,9,5,17,16,21,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-09-26,375
25238,David Loiseau,0,21,33,0.63,27,39,0,2,0,0,0,15,26,2,3,4,4,3,8,18,25,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-09-26,375
25239,Jorge Rivera,0,28,52,0.53,47,71,0,0,0,0,0,11,33,9,9,8,10,8,23,20,29,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-09-26,375
25240,David Loiseau,0,9,28,0.32,11,30,0,0,0,0,0,6,23,1,2,2,3,2,8,7,20,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-09-26,375
25241,Jorge Rivera,1,31,46,0.67,68,83,0,0,0,0,0,22,36,7,7,2,3,7,15,21,28,3,3,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2003-09-26,375
25242,David Loiseau,0,5,17,0.29,11,23,0,1,0,0,0,4,15,0,1,1,1,3,10,2,7,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2003-09-26,375
25243,Rich Franklin,1,37,46,0.8,44,53,0,0,0,0,0,21,30,15,15,1,1,3,4,21,24,13,18,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2003-09-26,376
25244,Edwin DeWees,0,4,6,0.66,13,15,1,1,1,1,0,1,2,3,4,0,0,0,2,4,4,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2003-09-26,376
25245,Karo Parisyan,0,13,22,0.59,19,28,3,4,0.75,1,0,8,17,3,3,2,2,3,7,7,8,3,7,round 1,Submission,1,3 Rnd (5-5-5),W,Welterweight Bout,2003-09-26,377
25246,Dave Strasser,0,2,11,0.18,11,20,0,1,0,0,0,1,9,1,2,0,0,1,6,1,5,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Welterweight Bout,2003-09-26,377
25247,Josh Thomson,1,11,18,0.61,19,26,1,1,1,0,0,10,17,1,1,0,0,1,2,0,0,10,16,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Lightweight Bout,2003-09-26,378
25248,Gerald Strebendt,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Lightweight Bout,2003-09-26,378
25249,Nick Diaz,0,8,12,0.66,60,69,3,8,0.37,0,0,8,12,0,0,0,0,0,0,0,0,8,12,round 1,Submission,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-09-26,379
25250,Jeremy Jackson,0,3,7,0.42,25,31,0,0,0,0,0,3,7,0,0,0,0,0,2,1,3,2,2,round 1,Submission,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-09-26,379
25251,Nick Diaz,0,6,8,0.75,23,28,1,3,0.33,0,0,3,5,3,3,0,0,0,1,0,0,6,7,round 2,Submission,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-09-26,379
25252,Jeremy Jackson,0,6,23,0.26,38,57,0,0,0,0,1,6,23,0,0,0,0,0,0,0,1,6,22,round 2,Submission,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-09-26,379
25253,Nick Diaz,0,3,4,0.75,9,10,2,2,1,2,0,3,3,0,1,0,0,1,2,0,0,2,2,round 3,Submission,3,3 Rnd (5-5-5),W,Welterweight Bout,2003-09-26,379
25254,Jeremy Jackson,0,0,7,0,8,15,0,0,0,0,0,0,7,0,0,0,0,0,5,0,1,0,1,round 3,Submission,3,3 Rnd (5-5-5),L,Welterweight Bout,2003-09-26,379
25255,Hermes Franca,0,1,4,0.25,6,9,1,1,1,1,0,1,4,0,0,0,0,1,3,0,0,0,1,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2003-09-26,380
25256,Caol Uno,0,25,41,0.6,44,61,1,1,1,0,0,7,21,4,4,14,16,1,2,6,6,18,33,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2003-09-26,380
25257,Hermes Franca,1,12,18,0.66,29,35,1,1,1,0,0,11,17,1,1,0,0,2,3,6,10,4,5,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Lightweight Bout,2003-09-26,380
25258,Caol Uno,0,7,8,0.87,8,10,0,3,0,0,0,1,2,1,1,5,5,2,2,5,6,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Lightweight Bout,2003-09-26,380
25259,Randy Couture,0,9,16,0.56,13,20,2,3,0.66,1,0,7,14,0,0,2,2,5,11,3,3,1,2,round 1,KO/TKO,3,5 Rnd (5-5-5-5-5),W,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25260,Chuck Liddell,0,10,26,0.38,16,32,0,0,0,0,0,5,21,0,0,5,5,5,18,5,8,0,0,round 1,KO/TKO,3,5 Rnd (5-5-5-5-5),L,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25261,Randy Couture,0,19,29,0.65,21,31,1,1,1,0,0,17,26,1,2,1,1,14,23,4,5,1,1,round 2,KO/TKO,3,5 Rnd (5-5-5-5-5),W,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25262,Chuck Liddell,0,8,19,0.42,15,26,0,0,0,0,1,3,14,0,0,5,5,4,14,4,5,0,0,round 2,KO/TKO,3,5 Rnd (5-5-5-5-5),L,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25263,Randy Couture,0,18,42,0.42,22,48,1,1,1,0,0,15,39,2,2,1,1,8,25,4,5,6,12,round 3,KO/TKO,3,5 Rnd (5-5-5-5-5),W,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25264,Chuck Liddell,0,4,14,0.28,4,14,0,1,0,0,0,3,12,0,0,1,2,3,12,1,2,0,0,round 3,KO/TKO,3,5 Rnd (5-5-5-5-5),L,UFC Interim Light Heavyweight Title Bout,2003-06-06,364
25265,Kimo Leopoldo,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Heavyweight Bout,2003-06-06,365
25266,David Abbott,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Heavyweight Bout,2003-06-06,365
25267,Vitor Belfort,1,9,12,0.75,9,12,0,0,0,0,0,8,11,0,0,1,1,1,2,2,2,6,8,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2003-06-06,366
25268,Marvin Eastman,0,1,5,0.2,1,5,0,0,0,0,0,0,2,0,0,1,3,1,5,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2003-06-06,366
25269,Vernon White,0,11,17,0.64,30,38,1,2,0.5,0,0,5,9,4,5,2,3,1,4,5,6,5,7,round 1,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25270,Ian Freeman,0,6,17,0.35,22,35,1,2,0.5,0,0,5,15,0,1,1,1,2,4,0,1,4,12,round 1,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25271,Vernon White,0,20,32,0.62,49,63,0,3,0,0,1,13,25,2,2,5,5,7,11,2,2,11,19,round 2,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25272,Ian Freeman,0,4,15,0.26,21,33,1,1,1,0,0,3,14,0,0,1,1,1,10,2,2,1,3,round 2,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25273,Vernon White,0,14,33,0.42,28,47,0,0,0,0,0,4,17,5,10,5,6,0,6,13,24,1,3,round 3,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25274,Ian Freeman,0,8,22,0.36,32,48,0,2,0,1,0,8,22,0,0,0,0,2,7,6,15,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),D,Heavyweight Bout,2003-06-06,367
25275,Frank Mir,0,4,7,0.57,18,21,1,1,1,4,0,4,7,0,0,0,0,0,0,0,0,4,7,round 1,DQ,1,3 Rnd (5-5-5),W,Heavyweight Bout,2003-06-06,368
25276,Wes Sims,0,1,1,1,8,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,round 1,DQ,1,3 Rnd (5-5-5),L,Heavyweight Bout,2003-06-06,368
25277,Yves Edwards,0,1,5,0.2,20,27,0,0,0,0,1,0,4,1,1,0,0,0,4,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2003-06-06,369
25278,Eddie Ruiz,0,1,1,1,9,11,1,5,0.2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2003-06-06,369
25279,Yves Edwards,1,8,18,0.44,9,19,0,0,0,1,0,4,12,3,4,1,2,3,8,4,6,1,4,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2003-06-06,369
25280,Eddie Ruiz,0,0,5,0,6,13,1,5,0.2,0,1,0,4,0,0,0,1,0,3,0,1,0,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2003-06-06,369
25281,Yves Edwards,0,12,17,0.7,28,33,0,0,0,2,0,6,10,6,7,0,0,0,2,9,10,3,5,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2003-06-06,369
